feature_name,feature_tag,Name,Address,Latitude,Longitude
99 Speedmart,convenience_store,"1306 - Bangi, Sek 8","No: 36 (GF),Jalan Medan Pusat 2C,43650 Bandar Baru Bangi,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1307 - Taman Lagenda Suria,"No: 2(G), Jln Lagenda Suria 3, Tmn Lagenda Suria, 43200 Cheras, Sel.",,
99 Speedmart,convenience_store,1308 - Jalan Suppiah Pillay,"No: 27 & 29 (GF),Jalan Suppiah Pillay,Off Jalan Ipoh,51200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1309 - Bayu Perdana 2,"No: 312 (GF),Jalan Batu Unjur 7,Taman Bayu Perdana,41200 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1310 - Southern Park,"No: 95 (GF),Jalan Rengas,Taman Selatan,41200 Klang,Selangor Darul Ehsan.",3.029087,101.440821
99 Speedmart,convenience_store,1311 - Jalan Pangkor,"No: 2 & 4 (GF),Jalan Pangkor,Off Jalan Tun Razak,50400 Kuala Lumpur.",,
99 Speedmart,convenience_store,13116 - (SBH) Bandaran Berjaya,"Lot 55, No. 2, Tingkat Bawah, Bandaran Berjaya, Jln Padang Kota Kinabalu, 88000 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1312 - Bukit Teratai,"No: 80 & 82 (GF),Jalan Teratai 1/2,Taman Bukit Teratai,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1313 - Subang Bestari,"No: 43 & 45 (GF),Jalan Nova N U5/N,Subang Bestari,40150 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1314 - Banting Sungai Emas,"No: 28 & 30 & 32 (GF),Jalan Emas 7,Bandar Sungai Emas,Sungai Manggis,42700 Banting,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1315 - Bandar Sri Permaisuri 2,"No: 3 & 5(G), Jln Sri Permaisuri 8, Bdr Sri Permaisuri, Cheras, 56000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1316 - Taman Sri Gombak 1,"No: 1 & 3 (GF),Jalan Sg 3/12,Taman Seri Gombak,68100 Batu Caves,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1317 - Trillium Sungai Besi,"No: 1 (GF),Jalan Tasik Utama 4,Medan Niaga Tasik Damai,57000 Sungai Besi,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1318 - Bandar Pinggiran Subang 2,"No: 2 (GF),Jalan Matahari U5/AB,Seksyen U5,Bdr Pinggiran Subang,40150 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1319 - Cheras Kampung Baru Cina,"No: 124(G), Kg Baru Cina, Batu 9, 43200 Cheras, Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1320 - Taman Batu,"No: 65 & 67 (GF),Jalan Jambu,Taman Batu,50000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1321 - Taman Majlis Jaya,"No: 5 & 7 (GF),Jalan Majlis Jaya Jaya 3,Taman Majlis Jaya,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13216 - (SBH) Taman Jumbo,"Lot 6 & 7, Tingkat Bawah, Rumah Kedai Taman Jumbo, Jln Putatan Petagas, 88200 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1322 - Bandar Tasik Puteri 1,"No: 7 & 9 (GF),Jalan Hijau 5/1,Bandar Tasik Puteri,Kundang,48020 Rawang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1323 - Taman Anggerik Villa,"No: 7 & 9 (GF),Jalan Anggerik Perdana 2,Taman Anggerik Perdana,43500 Semenyih,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1324 - Taman Bukit Mewah 1,"No: 31 & 33 (GF),Jalan Bukit Mewah 10A,Taman Bukit Mewah,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1326 - Taman Koperasi Cuepac,"No: 2 (GF),Jalan Cuepac 2A,Taman Koperasi Cuepac,Batu 12,Jalan Cheras,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1327 - Bandar Rinching,"No: 30 & 32 & 34 (GF),Jalan 4/1, Sek 4,Bandar Rinching,43500 Semenyih,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1328 - Permai Square,"No: 1 & 3 (GF),Jalan BPP 5/7,Pusat Bandar Putra Permai,43300 Seri Kembangan,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1329 - Bukit Jalil 1,"No: 9-2A-G & 9-6-G,Jalan 15/155B,Aked Esplanad Bukit Jalil,57000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1330 - Jalan Kenanga,"No: 28 (GF),Jalan Gelugor,OFF Jalan Kenanga,55200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1331 - Kajang Utama 1,"No: 45 & 47 (GF),Jalan Seksyen 1/19,Taman Kajang Utama,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13316 - (SBH) Taman Putera Jaya,"Lot 5 & 6, Ground Floor, Block H, Taman Putera Jaya, Telipok, Jalan Tuaran, 88450 Kota Kinabalu, Sabah",,
99 Speedmart,convenience_store,1332 - Taman Pasir Emas,"No: 2 & 3 (GF),Jalan Pasir Emas 4,Taman Pasir Emas,Sg. Chua,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1333 - Jalan Changkat Thamby Dollah,"No: 91,93&95 (GF),Jalan Changkat Thamby Dollah,55100 Kuala Lumpur.",,
99 Speedmart,convenience_store,1334 - Zest Point,"ZP-G-1,Jalan Lebuh Raya,Bukit Jalil,47180 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1335 - Kajang Perdana,"No: 29 (GF & 1st Floor),Perdana Avenue,Jalan Kajang Perdana 3,Kajang Perdana,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1336 - Taman Bukit Cantik,"No: 16 (GF),Jalan Satu,Taman Cantik,Sungai Jelok,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1337 - Bandar Sungai Buaya,"No: 21 & 23 (GF),Jalan Kenangsari 2A,Bandar Sungai Buaya,48010 Rawang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1338 - Damansara Perdana,"No: 1 & 3 (GF),Jalan PJU 8/3B,Bandar Damansara Perdana,Bukit Lanjan,47820 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1339 - Puchong Bdr Puteri 1,"No: 7 & 9 (GF),Jalan Puteri 2/7,Bandar Puteri,47100 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1340 - Taman Sri Batu Caves,"No: 108 & 110 (GF),Jalan SBC 3,Batu-Taman Sri Batu Caves,68100 Batu Caves,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1341 - (NS) Tan Sri Manickavasagam,"No: 389 (GF),Jalan Tan Sri Manickavasagam,70200 Seramban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,13416 - (SBH) Asia City,"Lot 69 & 70, Ground Floor, Block H, Asia City 88000 Kota Kinabalu,Sabah",,
99 Speedmart,convenience_store,1342 - Taman Mutiara Subang,"No: 1 (GF),Jalan Mutiara Subang 1,Taman Mutiara Subang,47500 Subang Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1343 - Puchong Bdr Puteri 2,"No: 31 (GF & Mezzanine Floor),Jalan Puteri 7/7,Bandar Puteri,47100 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1344 - (NS) Taman Semarak,"P.T. 9325 (GF & 1F),Jalan TS 2/1,Taman Semarak 2,78100 Nilai,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1345 - Sungai Long 2,"No: 46 (GF),Jalan Sungai Long 11/9,Bandar Sungai Long,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1346 - Taman Seri Tiram Utama,"No: 22 & 24 (GF),Jalan Tiram Utama 1,Taman Seri Tiram Utama,45500 Tanjung Karang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1347 - (NS) Garden Homes,"No: 118 & 119 (GF),Jalan S2 F2,Garden Homes,Seremban 2,70300 Seremban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1348 - Taman Putra Kajang,"No: 1 (GF),Jalan Putra 3,Taman Putra Kajang,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1349 - Taman Pandamaran Permai,"No: 66 & 68 (GF),Jalan Permai 1B/KS09,Taman Pendamaran Permai,42000 Pelabuhan Klang,Selangor Darul Ehsan",,
99 Speedmart,convenience_store,1350 - Shah Alam Sek 16,"No: 13 & 15 (GF),Jalan Cetak 16/3,Seksyen 16,40200 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1351 - Kg Baru Seri Kembangan,"No: 1260 (GF),Jalan SK 10/4,43300 Seri Kembangan,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13516 - (SBH) Inanam Town,"13-0 & 14-0 (Ground Floor), Lorong Inanam Plaza, Inanam Newtown     Ship, Phase 3 Lot 1, Jalan Tuaran, 88450 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1352 - Jalan Cheras,"No: 43 & 44(G), Batu 2 1/2, Jalan Cheras, 56100 Kuala Lumpur.",,
99 Speedmart,convenience_store,1353 - (NS) Perdana College Height,"No: 9 & 10 (GF),Jalan PCH 2,Perdana College Height,71700 Mantin,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1354 - Taman Overseas Union,"No:41 (GF),Jalan Hujan Rahmat,Taman Overseas Union,58200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1355 - (NS) Taman Bukit Blossom,"No:1003 LOT 13453 (GF),Bukit Blossom Rasah,70100 Seremban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1356 - Pekan Pandamaran,"No: 316-B, Lorong Amarasegera,Pandamaran,42000 Pelabuhan Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1357 - Taman Bukit Segar,"No: 22-A & 22A-A (GF),Jalan BS9,Taman Bukit Segar,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1358 - PJ Kg Baiduri,"No: 23, Jalan 235A,46100 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1359 - Taman Pantai Indah,"No: 11 (GF),Jalan 2/112F,Taman Pantai Indah,OFF Jalan Pantai Dalam,59200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1360 - Taman Kinrara Sek 5,"No: 11 (GF),Jalan BK 5/12A,Bandar Kinrara,47100 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1361 - Kemuning Utama,"No: 2 & 4 (GF),Jalan Kemuning Indah S32/S,Seksyen 32,40460 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13616 - (SBH) Sabindo Lok Kawi,"Lot No 4, Tkt Bwh, Rumah Kedai, Taman Lok Kawi, Jalan Papar Lok Kawi, 89600 Papar, Sabah.",,
99 Speedmart,convenience_store,1362 - Jalan Development,"No: 42 (GF),Jalan Development,52100 Kepong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1363 - Taman Setapak Indah,"No: 24 (GF),Jalan 5A/6,Taman Setapak Indah,53100 Kuala Lumpur.",,
99 Speedmart,convenience_store,1364 - Prima Samudera,"NO: 2 & 3 (GF),  PRIMA SAMUDERA,  JALAN SAMUDERA UTARA 11,68100 BATU CAVES,  SELANGOR DARUL EHSAN.",,
99 Speedmart,convenience_store,1365 - Berjaya Park,"No: 15 & 17 (GF),Jalan Sg Damansara 32/B,Berjaya Park,Seksyen 32,40460 Shah Alam, Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1366 - Bandar Baru Sentul,"No: 43-0-15 & 43-0-16 (GF),Jalan 1/48A,Sentul Perdana,Bandar Baru Sentul,51000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1367 - Taman Chi Liung,"No: 36 & 38 (GF),Leboh Setaka,Taman Chi Liung,42100 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,"1368 - PJ, Sec 14","No: 17 (GF),Jalan 14/20,Seksyen 14,46100 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1369 - Pekan Sepang,"Lot 1 & 2 (GF),Jalan Besar Pekan Sepang,43900 Sepang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1370 - Taman Saujana Putra,"No: 18 & 20 (GF),Jalan SPU 2,Taman Saujana Putra,42610 Jenjarom,Selangor Daul Ehsan.",,
99 Speedmart,convenience_store,1371 - Jalan Bangsar,"No: 80 (GF),Jalan Bangsar,59000 Kuala Lumpur.",,
99 Speedmart,convenience_store,13716 - (SBH) Langkon Commercial Centre,"Lot No 16, Ground Floor, Langkon Commercial Centre, Jalan Kota Belud-Kudat, 89108 Kota Maruda, Sabah",,
99 Speedmart,convenience_store,1372 - Shah Alam Sek 24,"No: 1 (GF),Jalan Kangkung Puteri 24/7,Seksyen 24,42450 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1373 - Putera Avenue,"No: 21 & 23 (GF),Jalan Kebun Nenas 4A/KS 8,Bandar Putera 2,41200 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1374 - Alam Damai 2,"No: 2A (GF),Jalan Damai Raya 2,Alam Damai,56000 Cheras,Kuala Lumpur.",,
99 Speedmart,convenience_store,1375 - Klang Sentral,"No: 26 & 28 (GF),Jalan Klang Sentral 3/KU 5,Taman Klang Sentral,41050 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1376 - Sri Damansara 2,"No: 1 (GF),Jalan Margosa 10/4B,Bandar Sri Damansara,52200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1377 - (NS) Taman Thivy Jaya,"No: 721 & 722 (GF),Jalan Merak 16,Taman Thivy Jaya,70300 Seremban Jaya,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1378 - Serendah,"No: 73 & 74 (GF),Jalan Besar Serendah,48200 Serendah,Selangor Darul Ehsan.",3.3655954,101.6020713
99 Speedmart,convenience_store,1379 - Dataran C180,"No: 28 & 29(G), Dataran C180, 43200 Cheras, Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1380 - Pekan Meru 2,"No: 17 & 19 (GF),Jalan Jelutong 1/KU8,Pekan Meru,41050 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1381 - Taman Cheras Prima,"B-G-18, B-G-19 & B-G-20,Blok B,Jalan Cheras Prima 3,Taman Cheras Prima,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13816 - (SBH) Kota Marudu Town,"Lot 5 & 6, Tingkat Bawah, Kampung Kampak Shop Houses, Jalan Pekan Baru, 89100 Kota Marudu, Sabah.",,
99 Speedmart,convenience_store,1382 - Taman Selayang Jaya,"No: 19 & 21 (GF),Jalan SJ 17,Taman Selayang Jaya,68100 Batu Caves,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1383 - (NS) Taman Seremban Jaya,"No: 13811, 13812 & 13813 (GF),Jalan SJ 8/2,Taman Seremban Jaya,70450 Seremban,Negeri Seremban Darul Khusus.",,
99 Speedmart,convenience_store,1384 - Taman Bukit Mewah 2,"No: 3A & 5 (GF),Bangunan Avenue 26,Jalan Bukit Mewah 41,Taman bukit Mewah,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1385 - (NS) Pekan Mantin,"No: 11 & 12 (GF),Jalan Besar,Pekan Mantin,71700 Mantin,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1386 - Medan Seri Pekan Banting,"A-G-17 & A-G-19,Jalan Seri Pekan,Medan Seri Pekan,42700 Banting,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1387 - Dataran Villa Putra,"No: 27 & 29 (GF),Jalan Dataran Villa Putra 1,Dataran Villa Putra,47000 Sungai Buloh,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1388 - Kuala Selangor 3,"No: 80 & 82 (GF),Jalan Melati 3/1,Bandar Melati,45000 Kuala Selangor,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1389 - Taman Ukay Perdana,"No: 1 (GF),Jalan U/P 1/6,Taman Ukay Perdana,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1390 - Bandar Tasik Puteri 2,"67-G-A & 67-G-B & 67-1-B,Jalan 7A/3,Bandar Tasik Puteri,48020 Rawang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1391 - Sungai Besar 2,"No: 34 (GF),Jalan TP1,Taman Perdana,45300 Sungai Besar,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,13916 - (SBH) 1 Borneo,"G-923 & 925, Ground Floor, Auto City, 1- Borneo Hypermall, Jalan Sulaman, 88450 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1392 - Shah Alam Sek 13,"No: 2 (GF),Jalan Bola Tampar 13/14,Seksyen 14,40000 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1393 - Kelana Jaya,"No: 5-G-1,Jalan PJU 1A/4A,Kelana Jaya,47301 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,"1394 - PJ, SS25","No: 43 & 45 (GF),Jalan SS 25/2,Taman Bukit Emas,47301 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1395 - Bandar Seri Putra,"No: 5 & 6 (GF),Jalan Seri Putra 1/1,Bandar Seri Putra,Bangi,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1396 - Taman Rawang Mutiara,"No: C6 & C7 (GF),Jalan Rawang Mutiara 2,Taman Rawang Mutiara,48000 Rawang,Selangor Darul Khusus.",,
99 Speedmart,convenience_store,1397 - (NS) Taman Teratai,"No: 7 & 8 (GF),Jalan Teratai 1/1,Taman Teratai,70450 Senawang,Seremban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1399 - Taman Sri Gombak 2,"No: 37 & 39 (GF),Jalan Sg 8/7,Taman Sri Gombak,68100 Batu Caves,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1400 - Taman Intan Baiduri,"No: 28 & 30 (GF),Jalan 1/1B,Taman Intan Baiduri,Kepong,52100 Kuala Lumpur.",,
99 Speedmart,convenience_store,1401 - (NS) Taman Tasik Jaya,"No: 2 & 4 (GF),Lorong Bunga Raya 6/1,Senawang Business Centre,Taman Tasik Jaya,70400 Seremban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,14016 - (SBH) Kimanis Centro,"Lot 11, Ground Floor, Kimanis Centro, Kimanis, 89600 Papar, Sabah.",,
99 Speedmart,convenience_store,1402 - KP Seri Kembangan 1,"No: 2B & 2C (GF),Jalan Raya 2,Kawasan Perusahaan Seri Kembangan,43300 Seri Kembangan,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1403 - (NS) Taman Sri Pulai,"No: 1057 & 1058 (GF),Lorong Sri Pulai 38/2,Taman Sri Pulai 3,70400 Seremban,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1404 - Taman Len Sen,"No: 78 & 80 (GF),Jalan 1,Taman Len Sen,Cheras,56000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1405 - Shah Alam Sek 9,"No: 23 & 25 (GF),Jalan 9/B,Seksyen 9,40100 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,"1406 - PJ, Sec 17 (2)","No: 1081 (GF),Jalan 17/27,46400 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,"1407 - PJ, Sec 22","No: 22 (GF),Jalan 22/49,46300 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1408 - Taman Bidara,"No: 29 (GF),Jalan Bidara 1,Taman Bidara,68100 Batu Caves,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1409 - Taman Perkasa,"No: 16 & 17 (GF),Jalan Perkasa 1/2,Taman Perkasa,43100 Hulu Langat,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1410 - Kota Kemuning 3,"No: 31 (GF),Jalan AU 31/AU,Kota Kemuning,Seksyen 31,40460 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1411 - Taman Sri Kenari,"B1-01-02,Jalan Sri Kenari 12,Taman Sri Kenari,Sungai Chua,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,14116 - (SBH) Taman Bunga Raja,"Lot No 3, Ground Floor, Bunga Raja Shopping Complex, Jalan Bunga Ulam Raja Outer Ring Road, Inanam, 88300 Kota Kinabalu, Sabah",,
99 Speedmart,convenience_store,1412 - Batu Belah,"N0: 18 & 20 (GF),Jalan Indah 1,OFF Jalan Sungai Putus,42100 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1413 - Setia Alam 2,"No: 27 & 29 (GF),Jalan Setia Indah U13/X,Bandar Setia Alam,40170 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1414 - Jalan Tepi Sungai,"No: 87 (GF),Jalan Tepi Sungai,41100 Klang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1415 - Bandar Baru Ampang,"No: 1 (GF),Jalan Wawasan 2/2,Bandar Baru Ampang,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1416 - Taman Kinrara Sek 6,"No: 5 & 7 (GF),Jalan BK 6F/3A,Bandar Kinrara,47180 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1417 - Taman Sijangkang Permai,"No: 8 & 10 (GF),Jalan Permai,Taman Sijangkang Permai,42500 Telok Panglima Garang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1418 - Denai Alam,"No: 2 (GF), Block 5,Jalan Elektron U16/100,Seksyen U16,40160 Shah Alam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1419 - Bandar Bukit Mahkota,"No: 67 & 69 (GF),Jalan BM 4/3,Seksyen 4,Bandar Bukit Mahkota,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1420 - Ampang Mulia,"No: 5 (GF & Mezzanine Floor),Jalan Mulia 4/1,Taman Mulia Jaya,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1421 - Taman Mas Puchong,"91-G-GF,Spring Court 2,Lingkaran Dagang Mas,Taman Mas,47100 Puchong,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,14216 - (SBH) Putra Square,"Lot 10 & 11, Tkt Bwh, Putra Square, Phase 1, Jln Putatan, 88200 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1422 - Taman Desa Jaya,"No: 2-1 & 3-1 (GF),Desa Jaya Commercial Centre,Jalan 16,Taman Desa Jaya,52100 Kuala Lumpur.",,
99 Speedmart,convenience_store,1423 - (NS) Desa Jasmin,"PT 7527 (GF),Jalan BBN 4/1A,Desa Jasmin,71800 Nilai,Negeri Sembilan.",,
99 Speedmart,convenience_store,1424 - Subang Jaya SS14,"No: 113 (GF),Jalan SS 14/1,Subang Jaya,47500 Petaling Jaya,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1425 - Alam Sutera,"No: 17 & 19 (GF),Jalan Alam Sutera 10,Alam Sutera,Bukit Jalil,57000 Kuala Lumpur.",,
99 Speedmart,convenience_store,1426 - Taman Impian Putra,"No: 1 (GF),Jalan Impian Putra 1/4,Taman Impian Putra,43000 Kajang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1427 - Taman Tun Teja,"No: 27 & 29 (GF),Jalan Tun Teja 1,Taman Tun Teja,48000 Rawang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1428 - Taman Desa Serdang,"No: 13 & 15 (GF),Jalan Desa Serdang 1,Taman Desa Serdang,43300 Seri Kembangan,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1429 - Shaftsbury Square,"P1-32 & P1-33 (GF),Shaftsbury Square 2350,Cyber 6,Persiaran Multimedia,63000 Cyberjaya.",,
99 Speedmart,convenience_store,1430 - (NS) Bandar Seremban Selatan,"No: 13 (GF),Jalan BSS 1/3A,Bandar Seremban Selatan,71450 Sungai Gadut,Negeri Seremban Darul Khusus.",,
99 Speedmart,convenience_store,1431 - Emerald Square,"No: 11 & 13 (GF),Jalan 1/4,Rawang Integrated Industrial Park,48000 Rawang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,14316 - (SBH) Dah Yeh Villa,"No: 46 & 59, Ground Floor, Dah Yeh Villa, Jalan Purun, 88300 Kota Kinabalu, Sabah.",,
99 Speedmart,convenience_store,1432 - (NS) Taman Ampangan,"No: 1431 & 1432 (GF),Lorong Cengal 10/2,Taman Ampangan,70400 Seremban,  Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1433 - Taman Salak Baiduri,"No: 1 (GF),Jalan Baiduri 1,Taman Salak Baiduri,Salak Tinggi,43900 Sepang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1434 - (NS) Taman Nilai Perdana,"No: 5A & 7A (GF),Jalan Nilai Perdana 5,Taman Nilai Perdana,71800 Nilai,Negeri Seremban Darul Khusus.",,
99 Speedmart,convenience_store,1435 - Kuchai Lama,"No: 22A (GF),Dinasti Sentral,Jalan Kuchai Maju 19,Off Jalan Kuchai Lama,58200 Kuala Lumpur.",,
99 Speedmart,convenience_store,1436 - (NS) Taman Indah Jaya,"No: 8 & 9 (GF),Jalan Seremban,Taman Indah Jaya,71010 Lukut,Port Dickson,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1437 - Pekan Kerling,"No: 24 & 25 & 26 (GF),Jalan Orbit,Pekan Kerling,44100 Kerling,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1438 - Kalumpang,"No: 3 & 5 (GF),Jalan Merpati 1,Desa Merpati,44100 Kalumpang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1439 - Taman Melur,"No: 20 & 22 (GF),Jalan Melur 43,Taman Melur,68000 Ampang,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1440 - Hulu Bernam,"No: 2 & 3 (GF),Jalan Changkat Asa,Taman Weng Cheong,35900 Hulu Bernam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,1441 - Hulu Yam Baru,"No: 6 & 7 (GF),Jalan Besar,Seksyen 1,Hulu Yam Baru,44300 Hulu Yam,Selangor Darul Ehsan.",,
99 Speedmart,convenience_store,14416 - (SBH) Kota Belud Plaza,"Lot 1 & 2, Ground Floor, Blok A, Kota Belud Township, Kota Belud Plaza, 89157 Kota Belud, Sabah.",,
99 Speedmart,convenience_store,1442 - (NS) Taman Desa Cempaka,"No: 4 (GF),Jalan BBN 6/3A,Taman Desa Cempaka,Bandar Baru Nilai,71800 Nilai,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1443 - Taman Koperasi Polis,"No: 5 & 7 (GF),Koperasi Business Centre,Jalan 56/10,Taman Koperasi Polis Fasa 2,68100 Batu Caves,Kuala Lumpur.",,
99 Speedmart,convenience_store,1444 - (NS) Kuala Klawang,"No: 4 & 5 (GF),Jalan Dato Mentari,71600 Kuala Klawang,Negeri Sembilan Darul Khusus.",,
99 Speedmart,convenience_store,1445 - Jalan Tiong Nam,"No: 2-1 (GF & Mezzanine Floor),Jalan Tiong Nam,50350 Kuala Lumpur.",,
