feature_name,feature_tag,Name,Address,Longitude,Latitude
mynews,convenience_store,myNEWS @ Mid-Point Shopping Complex (G Floor),"R.G.07 & S.C.07, MID POINT SHOPPING COMPLEX, JALAN PANDAN INDAH 1/25, PANDAN INDAH",101.7518008,3.132260146
mynews,convenience_store,myNEWS (Maru Kafe) @ Mid Valley Megamall (G Floor),"G(E)-006, GROUND FLOOR, MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA",101.677846,3.117376
mynews,convenience_store,myNEWS @ Mid Valley Megamall (LG Floor),"LG065, MID VALEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA",101.677846,3.117402696
mynews,convenience_store,myNEWS @ Midfields Square East ,"B2-8, DATARAN NIAGA SUNGAI BESI, MIDFIELDS SQUARE EAST JALAN 11/108C OFF LEBUHRAYA SUNGAI BESI",101.700789,3.09544
mynews,convenience_store,myNEWS (Maru Kafe) @ M Vertica,"G-07, Ground Floor. Tower A, M Vertica Retial Shop, No.555, Jalan Cheras, ","",""
mynews,convenience_store,myNEWS @ Nexus Bangsar South (G Floor) ,"UNIT G-16B, GROUND FLOOR, NEXUS BANGSAR SOUTH, NO. 7, JALAN KERINCHI",101.6656176,3.1098379
mynews,convenience_store,myNEWS @ NU Sental (LG Floor) ,"LG 34, LOWER GROUND FLOOR, NU SENTAL, JALAN TUN SAMBATHAN",101.687142,3.133081
mynews,convenience_store,myNEWS @ Old Klang Road,"126 (GROUND FLOOR) JALAN MEGA MENDUNG OFF BT 5, JALAN KLANG LAMA",101.673031,3.086194
mynews,convenience_store,myNEWS @ Pacific Express Hotel (G Floor),"NO.G.02, GROUND FLOOR, PACIFIC EXPRESS HOTEL, JALAN HANG KASTUR",101.6957435,3.1466993
mynews,convenience_store,myNEWS (Maru Kafe) @ Pavilion Damansara Heights,"LOT 1.32.00, LEVEL 1 PAVILION DAMANSARA HEIGHTS JALAN BERINGIN", , 
mynews,convenience_store,myNEWS @ Pavillion KL (2M Floor) ,"LOT 2M.08.00 & 2M.09.00, LEVEL 2M, PAVILION KL, 168, JALAN BUKIT BINTANG",101.713448,3.149175
mynews,convenience_store,myNEWS @ Platinum Park (G Floor),"UNIT G-01, RETAIL 2.2, MENARA FELDA, PLATINUM PARK, NO 11, PERSIARAN KLCC",101.7191361,3.1550977
mynews,convenience_store,myNEWS @ Platinum Walk (G Floor),"NO. 36, BLOCK G, PLATINUM WALK, JALAN LANGKAWI, TAMAN DANAU KOTA",101.719749,3.205868
mynews,convenience_store,myNEWS (Maru Kafe) @ Plaza Arkadia (G Floor),B-G-15 PLAZA ARKADIA JALAN INTISARI PERDANA DESA PARK CITY,101.635309,3.186708
mynews,convenience_store,myNEWS (Maru Kafe) @ Plaza KLTS (G Floor),"NO. 39-G, PLAZA KLTS NO. 99, JALAN GOMBAK SETAPAK",101.702246,3.203926
mynews,convenience_store, myNEWS (Maru Kafe) @ Plaza OSK (G Floor) ,"GROUND FLOOR, EXIT AREA PLAZA OSK, JALAN AMPANG",101.717076,3.161181
mynews,convenience_store,myNEWS (Maru Kafe) @ Plaza Pantai (G Floor) ,"LOT NO. D1.18A, GROUND FLOOR PLAZA PANTAI, OFF JALAN PANTAI BARU",101.6677846,3.1154258
mynews,convenience_store,myNEWS @ Plaza Puchong (G Floor) ,"NO. 34 (GF), PLAZA PUCHONG JALAN PUCHONG MESRA 1",101.649875,3.064121
mynews,convenience_store,myNEWS (Maru Kafe) @ Plaza Sentral (G Floor),"1B-G-2, BLOCK 1B, PLAZA SENTRAL, JALAN SENTRAL",101.6842569,3.13161771
mynews,convenience_store,myNEWS (Maru Kafe) @ Prince Court Medical Centre (G Floor) ,"GROUND FLOOR, PRINCE COURT MEDICAL CENTRE, 39, JALAN KIA PENG",101.7218312,3.1489682
mynews,convenience_store,myNEWS @ Publika Shopping Gallery (UG Floor),"LOT NO. 8, LEVEL UG PUBLIKA SHOPPING GALLERY, NO. 1, JALAN DUTAMAS 1, SOLARIS DUTAMAS",101.666192,3.1704279
mynews,convenience_store,myNEWS @ Pudu Sentral (2nd Floor) ,"T2-9, TINGKAT 2, UTCKL @ PUDU SENTRAL, JALAN PUDU,",101.7003518,3.145441169
mynews,convenience_store,myNEWS (Maru Kafe) @ Residence Henge (G Floor),"NO. G-06, RESIDENSI HENGE NO. 9, JALAN METRO PERDANA BARAT TAMAN METROPOLITAN",101.641454,3.221125
mynews,convenience_store,myNEWS @ Residensi Rimbunan (G Floor) ,"G-3A, RESIDENSI RIMBUNAN, NO. 2, JALAN 1/132A, OFF JALAN KLANG LAMA",101.6613173,3.084150974
mynews,convenience_store,myNEWS @ Residensi UTM KL (G Floor) ,"LOT NO. 1-22, GROUND FLOOR, RESIDENSI UTM KL, NO. 8, JALAN MAKTAB",101.7216784,3.1715697
mynews,convenience_store,myNEWS (Maru Kafe) @ Scott Villa Condo (G Floor) ,"33-1-3, SCOTT VILLA CONDO JALAN SCOTT BRICKFIELDS",101.692693,3.134211
mynews,convenience_store,myNEWS (Maru Kafe) @ Season Garden Residences (G Floor),"S-35, GROUND FLOOR SEASON GARDEN RESIDENCES LOT 7, JALAN 1/27E, SEKSYEN 10, WANGSA MAJU",101.7341088,3.18804
mynews,convenience_store,myNEWS (Maru Kafe) @ Sentul Perdana,"NO. 43-0-1, JALAN 1/48A SENTUL PERDANA BANDAR BARU SENTUL",101.697631,3.181622
mynews,convenience_store,myNEWS @ Sime Darby Medical Center Desa Park City (G Floor),"LOT CPGF. 002, GROUND FLOOR, SIME DARBY MEDICAL CENTRE PARKCITY, NO. 2, JALAN INTI SARI PERDANA, DESA PARKCITY",101.6382901,3.1894857
mynews,convenience_store,myNEWS (Maru Kafe) @ Sky Awani Commercial Sentul (G Floor) ,"G-05, SKY AWANI BUSINESS COMMERCIAL, JALAN SENTUL PERDANA",101.690008,3.208881
mynews,convenience_store,myNEWS @ Sogo KL (B1 Floor),"LOT NO. B1-1, BASEMENT 1, SOGO KUALA LUMPUR, 190, JALAN TUANKU ABDUL RAHMAN",101.6953799,3.156181
mynews,convenience_store,myNEWS (Maru Kafe) @ Solaris Dutamas (G Floor) ,"A2-G2-03, SOLARIS DUTAMAS, NO. 1, JALAN DUTAMAS 1",101.6648216,3.1708229
mynews,convenience_store,myNEWS @ Stesen Pasar Seni,"K01, PLATFORM LEVEL STESEN PASAR SENI JALAN SULTAN MUHAMED",101.6956 ,3.1423
mynews,convenience_store,myNEWS @ Sunway Putra (1st Floor) ,"LOT 1-21B, FIRST FLOOR, SUNWAY PUTRA MALL, 100, JALAN PUTRA, CHOW KIT",101.6925705,3.1663873
mynews,convenience_store,myNEWS @ Sunway Velocity Mall (3 Floor) ,"UNIT NO. 3-37, THIRD FLOOR, SUNWAY VELOCITY MALL, 80, JALAN CHERAS, MALURI",101.724497,3.127778
mynews,convenience_store,myNEWS @ Sunway Velocity Mall (B1 Floor) ,"UNIT NO B-20, BASEMENT ONE, SUNWAY VELOCITY MALL, 80, JALAN CHERAS, MALURI",101.724876,3.127078
mynews,convenience_store,SUPERVALUE @ Suria Sungai Besi (LG Floor) ,"A-LG-7, CENTRAL RESIDENCE, SURIA SUNGAI BESI, NO. 366, JALAN SUNGAI BESI",101.7077472,3.1148032
mynews,convenience_store,SUPERVALUE @ Taman Bunga Raya,"5, JALAN MALINJA 2, TAMAN BUNGA RAYA",101.728862,3.212478
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Connaught,"NO. 4-G, JALAN MENARA GADING 1, TAMAN CONNAUGHT",101.733446,3.080902
mynews,convenience_store,myNEWS @ Taman Segar Cheras,"57 (GROUND FLOOR) JALAN MANIS 3 TAMAN SEGAR, CHERAS",101.743086,3.088317
mynews,convenience_store,myNEWS (Maru Kafe) @ Tengkat Tong Shin,"N0. 33, TENGKAT TONG SHIN KUALA LUMPUR",101.70782,3.146223
mynews,convenience_store,myNEWS (Maru Kafe) @ Terminal Bersepadu Selatan (3rd Floor) ,"LOT L3-5, THIRD FLOOR, TERMINAL BERSEPADU SELATAN, JALAN TERMINAL SELATAN, BANDAR TASIK SELATAN",101.7110353,3.0763807
mynews,convenience_store,myNEWS @ Tesco Extra Cheras ,"LOT 43, TESCO EXTRA CHERAS, NO. 2, JALAN MIDAH 2, TAMAN MIDAH, CHERAS",101.735,3.09929
mynews,convenience_store,myNEWS @ Tesco Extra Selayang (G Floor),"G14, TESCO EXTRA SELAYANG, NO. 1081, JALAN IPOH, MUKIN BATU",101.6737084,3.2026673
mynews,convenience_store,myNEWS @ Tesco Kepong (G Floor) ,"LOT G5, GROUND FLOOR, TESCO KEPONG, NO. 3, JALAN T1/62A, BANDAR MANJALARA, KEPONG",101.6335609,3.193524
mynews,convenience_store,myNEWS @ The Gardens Mall (P1 Floor) ,"LOT P1-K02, K03 & K04, LEVEL P1, THE GARDENS MALL, MID VALLEY CITY, LINGKARAN SYED PUTRA",101.676093,3.118859
mynews,convenience_store,myNEWS (Maru Kafe) @ The Horizon Bangsar South (G Floor) ,"GF, TOWER 7, AVENUE 5, THE HORIZON BANGSAR SOUTH, NO. 8, JALAN KERINCHI",101.6651461,3.1101103
mynews,convenience_store,myNEWS (Maru Kafe) @ The Icon (G Floor) ,"UNIT E-G-2.3, GROUND FLOOR THE ICON, NO. 1, JALAN 1/68F JALAN TUN RAZAK",101.7217779,3.1565085
mynews,convenience_store,myNEWS (Maru Kafe) @ The Palette (G Floor),SHOP 7 THE PALETTE HAB KOMERSIAL DANAU KOTA NO. 8 JALAN LANGKAWI TAMAN DANAU KOTA,101.716609,3.205677
mynews,convenience_store,myNEWS @ The Scott Garden (1st Floor),"1-17, THE SCOTT GARDEN, 289, JALAN KLANG LAMA,",101.6741272,3.0950132
mynews,convenience_store,myNEWS @ The West Side Desa Parkcity (G Floor),"NO. 1, THE WEST SIDE @ DESA PARKCITY JALAN RESIDEN UTAMA DESA PARKCITY",101.6235228,3.1850217
mynews,convenience_store,myNEWS @ Tiara Mutiara 2 (G Floor) ,"G-6, TIARA MUTIARA 2 NO. 141, JALAN PUCHONG",101.6591974,3.0747297
mynews,convenience_store,myNEWS (Maru Kafe) @ Tower 1 RHB Center (6th Floor),"LEVEL 6, TOWER ONE, RHB CENTRE, JALAN TUN RAZAK",101.7221481,3.1440977
mynews,convenience_store,myNEWS @ V Residence 2 (1st Floor),VR2 SHOP NO. 01-03A LINGKARAN SV 3 SUNWAY VELOCITY,101.725027,3.126903
mynews,convenience_store,myNEWS @ V Residence 3 (1st Floor),"V RESIDENCE 3, VR3-01-03A, LINGKARAN SV1, SUNWAY VELOCITY",101.723706,3.1283151
mynews,convenience_store,"myNEWS @ Verve, Shops Mont Kiara (G Floor)","LOT G-06, GROUND FLOOR, VERVE@SHOPS MONT KIARA, NO. 8, JALAN KIARA 5",101.6466476,3.1673696
mynews,convenience_store,myNEWS (Maru Kafe) @ Viva Shopping Mall (LG Floor),"LG-03A-1, LG-03-2 & LG-03A-B LOWER GROUND FLOOR, VIVA SHOPPING MALL NO. 85, JALAN LOKE YEW",101.718612,3.123606
mynews,convenience_store,myNEWS @ Wangsa Walk Mall (G Floor),"LOT G-71 & AG-71, GROUND FLOOR, WANGSA WALK MALL, 9, JALAN WANGSA PERDANA 1, BANDAR WANGSA MAJU",101.74256,3.199345
mynews,convenience_store,myNEWS (Maru Kafe) @ Waterfront Parkcity (G Floor),"LOT NO. GF-25, WATERFONT@PARKCITY, NO 5, PERSIARAN RESIDEN, DESA PARKCITY",101.6272812,3.1869578
mynews,convenience_store,myNEWS (Maru Kafe) @ Wisma Boustead (G Floor),"GROUND FLOOR, WISMA BOUSTEAD, 71, JALAN RAJA CHULAN",101.7086975,3.1500138
mynews,convenience_store,myNEWS @ Wisma Cosway (G Floor) ,"G7 & G8, GROUND FLOOR, WISMA COSWAY, 88, JALAN RAJA CHULAN",101.7120072,3.1510218
mynews,convenience_store,myNEWS @ Wisma UOA Damansara II (G Floor),"SUITE G-3A, GROUND FLOOR, WISMA UOA DAMANSARA II, NO. 6, CHANGKAT SEMANTAN, DAMANSARA HEIGHTS",101.6665041,3.1518233
mynews,convenience_store,myNEWS @ AEON Bandaraya Melaka (G Floor),"LOT G95, AEON BANDARAYA MELAKA SHOPPING CENTRE, NO. 2, JALAN LAGENDA, TAMAN I - LAGGENDA",102.2471274,2.2140801
mynews,convenience_store,myNEWS (Maru Kafe) @ AFamosa Outlet (G Floor),"LOT NO. 13 & 14 F&B, FREEPORT AFAMOSA OUTLET JALAN KAMUS, SIMPANG EMPAT",102.206587,2.444724
mynews,convenience_store,myNEWS (Maru Kafe) @ Bandar Satelit Sebang,"S 5, JALAN BANDAR SATELIT SEBANG 2, SEKSYEN 1, BANDAR SETELIT SEBANG, PULAU SEBANG",102.234786,2.46223
mynews,convenience_store,myNEWS (Maru Kafe) @ Bukit Beruang Melaka,"NO. 758, JALAN EMAS TAMAN KERJASAMA BUKIT BERUANG",102.2721661,2.248315959
mynews,convenience_store,myNEWS @ Dataran Pahlawan Melaka (UG Floor),"LOT NO. G-078, UPPER GROUND FLOOR, DATARAN PAHLAWAN MELAKA MEGAMALL, JALAN MERDEKA",102.252457,2.190383
mynews,convenience_store,myNEWS @ Mahkota Parade (G Floor),"LOT G35, GROUND FLOOR, MAHKOTA PARADE, NO 1, JALAN MERDEKA",102.2492493,2.1885585
mynews,convenience_store,SUPERVALUE @ Malim Jaya Melaka,"G-1, BLOCK 10 (B-10) JALAN RAHMAT 5 TAMAN MALIM JAYA",102.2340523,2.240516184
mynews,convenience_store,myNEWS @ Melaka Raya,"9 & 9A, JALAN MERDEKA MELAKA RAYA",102.258298,2.186727
mynews,convenience_store,myNEWS @ Melaka Sentral (G Floor),"70, MELAKA SENTRAL, JALAN TUN ABDUL RAZAK,",102.250115,2.221756
mynews,convenience_store,myNEWS (Maru Kafe) @ MMU Melaka,"Mxmr 006, Ground Floor, Plaza Siswa Building Multi Media University, Jalan Ayer Keroh Lama","",""
mynews,convenience_store,myNEWS (Maru Kafe) @ Pantai Hospital Melaka,"ANCHOR TENANT, BLOCK D, GF MULTI LEVEL PARKING, PANTAI HOSPITAL AYER KEROH",102.28726,2.23797
mynews,convenience_store,myNEWS (Maru Kafe) @ PLUS Ayer Keroh Overhead Bridge Restaurant ,"LOT C4, AYER KEROH OVERHEAD BRIDGE RESTAURANT NORTH-SOUTH EXPRESSWAY (NSE)",102.22163,2.39821
mynews,convenience_store,myNEWS @ PLUS R&R Ayer Keroh (Sourthbound),"LOT NO. AKHSB-C17, 18, 19, KM 210 LEBUHRAYA SIMPANG AMPAT-PAGOH KAWASAN REHAT DAN RAWAT AYER KEROH (ARAH SELATAN)",102.2215,2.3618
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Paya Rumput Utama Melaka,NO. 49 & 49-1 JALAN INANG 3 TAMAN PAYA RUMPUT UTAMA,102.216172,2.281672
mynews,convenience_store,myNEWS @ AEON Seremban 2 (1st Floor),"LOT F42, AEON SEREMBAN 2 SHOPPING CENTRE, 112, PERSIARAN S2 B1, SEREMBAN 2",101.911708,2.700542
mynews,convenience_store,myNEWS (Maru Kafe) @ Bandar Enstek,"NO. 11, JALAN TIMUR 6/1A TIMUR@ ENSTEK BANDAR ENSTEK",101.764303,2.747662
mynews,convenience_store,"SUPERVALUE @ Bandar Spring Hill, Port Dickson","E9-1 SHOP-PT702 GROUND FLOOR NO. 37G, JALAN SPRINGHILL, BANDAR SPRINGHILL","",""
mynews,convenience_store,myNEWS (Maru Kafe) @ Gerbang Seremban (G Floor) ,"NO. 2A, GROUND FLOOR, GERBANG SEREMBAN OFF JALAN SUNGAI UJONG,",101.919793,2.718091
mynews,convenience_store,myNEWS (Maru Kafe) @ KPJ Seremban Specialist Hospital (G Floor) ,"GROUND FLOOR, KPJ SEREMBAN SPECIALIST HOSPITAL, LOT 6129 & 6220, JALAN TOMAN 1, KEMAYAN SQUARE",101.921826,2.71875
mynews,convenience_store,myNEWS @ Mesa Nilal (G Floor) ,"G19A, PUSAT MEMBELI BELAH MESA, PUSAT PERNIAGAAN & RESIDENSI MESA, PERSIARAN ILMU PUTRA NILAI",101.7782858,2.824414236
mynews,convenience_store, myNEWS (Maru Kafe) @ Persiaran Pusat Bandar Putra Point ,"G02, GROUND FLOOR NO 2, PERSIARAN PUSAT BANDAR PUTRA POINT, PUTRA NILAI",101.790774,2.817654
mynews,convenience_store, myNEWS (Maru Kafe) @ Pusat Perniagaan Bunga Raya Mantin,"NO. 2 (GF), JALAN PUSAT PERNIAGAAN BUNGA RAYA 1 PUSAT PERNIAGAAN BUNGA RAYA MANTIN",101.894238,2.823389
mynews,convenience_store,myNEWS (Maru Kafe) @ Senawang 4 Seremban,"81G, JALAN TAMAN KOMERSIAL SENAWANG 4 TAMAN KOMERSIAL SENAWANG",101.9868881,2.704073358
mynews,convenience_store,myNEWS (Maru Kafe) @ Seremban 2,"NO. 218, GROUND FLOOR, JALAN S2 B10 UPTOWN AVENUE, SEREMBAN 2",101.910902,2.694738
mynews,convenience_store,myNEWS (Maru Kafe) @ Barrington Square,"G-19(GF), BARRINGTON SQUARE, JALAN GOLDEN HILLS 1, CAMERON GOLDEN HILLS",101.372517,4.4881
mynews,convenience_store,myNEWS (Maru Kafe) @ Cameron Fair (G Floor),"C-G-001 & C-G-003A CAMERON FAIR, JALAN CAMELIA TANAH RATA",101.375761,4.469921
mynews,convenience_store,myNEWS (Maru Kafe) @ Cameron Square (G Floor),"LOT G-05, CAMERON SQUARE JALAN ARANDA NOVA, GREENCOW",101.407951,4.508408
mynews,convenience_store,myNEWS @ First World Hotel (1st Floor),"LOT NO 1.8, LEVEL 1, FIRST WORLD HOTEL",101.7925377,3.4235245
mynews,convenience_store,myNEWS (Maru Kafe) @ Ion Delemen (G Floor),"LOT 7C, GROUND FLOOR, TOWER 7, JALAN ION DELEMEN 1, GENTING HIGHLANDS",101.7873906,3.4343385
mynews,convenience_store,myNEWS (Maru Kafe) @ IPOH GARDEN,"63, JALAN LAU PAK KHUAN, IPOH GARDEN",101.116,4.6088
mynews,convenience_store,myNEWS @ AEON Ipoh Klebang (G Floor) ,"LOT G-43, GROUND FLOOR, AEON MALL IPOH KLEBANG, LOT 12080, KLEBANG PERDANA",101.1228546,4.67749
mynews,convenience_store,myNEWS @ AEON Ipoh Station 18 (G Floor),"LOT GF 06, AEON IPOH STATION 18 SHOPPING CENTRE, NO.2, SUSURAN STESEN 18, STESEN 18",101.0702045,4.54608
mynews,convenience_store,myNEWS (Maru Kafe) @ AEON Kinta City (G Floor),G-39 GROUND FLOOR AEON KINTA CITY SHOPPING CENTRE JALAN TEH LEAN SWEE OFF JALAN SULTAN AZLAN SHAH BANDAR BARU MEDAN IPOH,101.118949,4.614198
mynews,convenience_store,myNEWS @ AEON Sri Manjung (G Floor),"LOT G06, GF, AEON SRI MANJUNG SHOPPING CETER, PUSAT PERNIAGAAN MANJUNG POINT 3",100.671163,4.219851
mynews,convenience_store,myNEWS @ AEON Taiping (G Floor),"LOT G21, GROUND FLOOR, AEON MALL TAIPING, LOT 8576 & 8577, JALAN KAMUNTING",100.7285192,4.8727001
mynews,convenience_store,myNEWS (Maru Kafe) @ Bandar Baru Kampar,"NO.2354, JALAN HALA TIMAH 3, TAMAN BANDAR BARU",101.143569,4.328851
mynews,convenience_store,myNEWS (SUPERVALUE) @ Bidor Business Centre,"NO. 1, GROUND FLOOR, JALAN BIDOR DMAJU BIDOR BUSINESS CENTRE",101.2861943,4.113194027
mynews,convenience_store,"myNEWS (Maru Kafe) @ Greentown Nova, Ipoh","No 1, Jalan Greentown 3, Greentown Nova","",""
mynews,convenience_store,"myNEWS (SUPERVALUE) @ Jalan Chung Thye Phin, Taiping",NO. 226 (GF) & 228 (GF) JALAN CHUNG THYE PHIN,"",""
mynews,convenience_store,"myNEWS (SUPERVALUE) @ Klebang Restu, Chemor","NO. 76 (GF), LALUAN KLEBANG RESTU 2 MEDAN KLEBANG RESTU","",""
mynews,convenience_store,SUPERVALUE @ Manhattan Condominium Ipoh,"30, Jalan Pengkalan Putra 1, Pusat Perniagaan Pengkalan Putra (Manhattan Business Center), Jalan Pasir Puteh",101.0432,4.3309
mynews,convenience_store,myNEWS (Maru Kafe) @ Pasir Putih Ipoh,"555, JALAN PASIR PUTEH, TAMAN CAMAY",101.080778,5.476207
mynews,convenience_store,myNEWS (Maru Kafe) @ Persiaran Gunung Rapat Ipoh,"294, JALAN RAJA DR NAZRIN SHAH",101.1133665,4.569726526
mynews,convenience_store,myNEWS (Maru Kafe) @ Petron Simpang Pulai,"PETRON SIMPANG PULAI LOT 336262, TAMAN PULAI JAYA JALAN PULAI-LAHAT","",""
mynews,convenience_store,myNEWS (Maru Kafe) @ PLUS R&R Tapah (Southbound) ,"TPHSB CL17, KAWASAN REHAT DAN RAWAT TAPAH (ARAH SELATAN) KM 331.6 LEBUHRAYA IPOH - BIDOR ",101.288341,4.217826
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Ipoh Timur,"33, JALAN PERAJURIT TAMAN IPOH TIMUR",101.125218,4.615081
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Jubilee Ipoh,"63, JALAN YAU TET SHIN TAMAN JUBILEE",101.084542,4.594126107
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Menglembu Perak,"75, JALAN BESAR, TAMAN MENGLEMBU",101.0451611,4.564499177
mynews,convenience_store,"myNEWS (Maru Kafe) @ Taman Ros, Teluk Intan Perak ","NO. 22 (GF), JALAN SULTAN ABDULLAH, TAMAN ROS",101.01926538748198,4.004086350929254
mynews,convenience_store,"myNEWS (SUPERVALUE)@ Taman Seri Dermawan, Perak","82, 84 & 86 (GF) Jalan Bercham, Taman Sri Dermawan",101.0752,4.3851
mynews,convenience_store,myNEWS (Maru Kafe) @ Taman Shatin Baru Ipoh,"133, JALAN PENGKALAN BART TAMAN SHATIN BARU",101.0749371,4.554977342
mynews,convenience_store,myNEWS @ Tesco Extra Ipoh (G Floor) ,"LOT G22, GROUND FLOOR, TESCO EXTRA IPOH, NO 2, LALUAN TASEK TIMUR 6, OFF JALAN KG BERCHAM, TAMAN TASEK INDRA",101.1173775,4.6266809
mynews,convenience_store,myNEWS @ Tesco Kampar (G Floor),"G01, TESCO KAMPAR, JALAN KAMPAR, TAMAN KAMPAR PERDANA",101.1538988,4.3353572
mynews,convenience_store,myNEWS @ AEON Bukit Mertajam (G Floor) ,"LOT G51, GROUND FLOOR, AEON BUKIT MERTAJAM, JALAN ROZHAN ALMA, SEBERANG PRAI TENGAH,",100.4779465,5.3203009
mynews,convenience_store,myNEWS @ Aroma Hotel (G Floor),"LOT 1, AROMA HOTEL, NO. 11 BUTTERWORTH BUSINESS CITY CENTRE JALAN RAJA UDA",100.3815011,5.4160528
mynews,convenience_store,myNEWS @ Gurney Paragon (LG Floor) ,"163D-LG-24, LOWER GROUND, GURNEY PARAGON MALL, PERSIARAN GURNEY",100.310813,5.435351
mynews,convenience_store,myNEWS (Maru Kafe) @ Icon City Bukit Mertajam,"63, JALAN ICON CITY, ICON CITY",100.4328718,5.34211758
mynews,convenience_store,myNEWS @ Jalan Magazine Georgetown,"NO. 193, JALAN MAGAZINE",100.3296345,5.4135206
mynews,convenience_store,myNEWS @ Jalan Tengah Bayan Baru ,"82, JALAN TENGAH BAYAN BARU",100.2842662,5.314612593
mynews,convenience_store,myNEWS (Maru Kafe) @ Lintang Angsana,"NO.42A (GF), LINTANG ANGSANA",100.282235,5.388887
mynews,convenience_store,myNEWS @ Mansion One (G Floor),"57-G-2, MANSION ONE, JALAN SULTAN AHMAD SHAH,",100.320524,5.427404
mynews,convenience_store,myNEWS @ Maritime Karpal Singh Drive (G Floor),"LOT 29C-2-5, MARITIME, PERSIARAN KARPAL SINGH",100.3304965,5.39797433
mynews,convenience_store,myNEWS (Maru Kafe) @ Pengkalan Weld (G Floor),NO. 49-J (GF) PENGKALAN WELD,100.338946,5.413023
mynews,convenience_store,myNEWS @ Setia SPICE Canopy (G Floor),NO. 108-B-01-12A SETIA SPICE CANOPY JALAN TUN DR AWANG,100.278877,5.329011
mynews,convenience_store,myNEWS (Maru Kafe) @ Sungai Bakap Penang ,"NO1518 (GF), JALAN BESAR",100.49787,5.218707
mynews,convenience_store,myNEWS (Maru Kafe) @ Suntech Cybercity (G Floor) ,"1-G-3A, SUNTECH@PENANG CYBERCITY LINTANG MAYANG PASIR 3",100.286172,5.325615
mynews,convenience_store,myNEWS (SUPERVALUE) @ Taman Camar Jaya,"NO 42A (GF), JALAN BUKIT PANCHOR TAMAN CAMAR JAYA","",""
mynews,convenience_store,"myNEWS (SUPERVALUE) @ Taman Merak, Simpang Ampat","No. 2 & 4 (GF), Jalan Pahboi, Taman Merak","",""
mynews,convenience_store,myNEWS @ Taman Prominence ,"NO. G-12, KONDOMINIUM PROMINENCE LORONG PERDA UTAMA 3 TAMAN PROMINENCE",100.4275135,5.365517712
mynews,convenience_store,myNEWS (Maru Kafe) @ Tanjung Point (G Floor),"LOT 7, GROUND FLOOR TANJUNG POINT, JALAN TANJUNG TOKONG TANJUNG TOKONG",100.303405,5.463244
mynews,convenience_store,myNEWS @ Tesco Tanjung Ping (G Floor) ,"LOT NO. G18 & G19, GF, TESCO TANJUNG PINANG NO. 1, JALAN SERI TANJUNG PINANG",100.3087485,5.4589372
mynews,convenience_store,"myNEWS (Maru Kafe) @ The Latitude, Tanjung Bungah ","UNIT 2-1-9, 2-1-10 & 2-1-11, PERSIARAN HALIA 3, THE LATITUDE","", 
mynews,convenience_store,myNEWS @ Udini Square (B1 Floor),"2-B1-02, UDINI SQUARE, NO. 2, LEBUH TUNKU KUDIN 3",100.3141407,5.3782648
mynews,convenience_store,myNEWS (Maru Kafe) @ University Heights,"NO.75-G-13 (GF), UNIVERSITY HEIGHTS, JALAN SG. DUA",100.302004,5.353047
mynews,convenience_store,myNEWS (Maru Kafe) @ IOI 2,"GE-208, GROUND FLOOR IOI CITY MALL 2, LEBUH IRC IOI RESORT CITY", , 
mynews,convenience_store,myNEWS (Maru Kafe) @ Menara Shaftbury (G Floor),"LOT G-17A, MENARA SHAFTBURY JALAN ALAMANDA, PRESINT 1",101.713345,2.939061
mynews,convenience_store,myNEWS @ AEON Kuching Central (G Floor) ,"G46 & G47, AEON MALL KUCHING CENTRAL, NO.88 JALAN DATUK PATINGGI HAJI AHMAD ZAIDI ADRUCE",110.3372789,1.5277742
mynews,convenience_store,myNEWS @ The Spring (Basement Floor),"B07 & B08, BF, THE SPRING SHOPPING MALL, JALAN SIMPANG TIGA",110.3580636,1.5358535
mynews,convenience_store,myNEWS (Maru Kafe) @ Menara KPMG (G Floor) ,"LOT G 03.1, GROUND FLOOR, MENARA KPMG, 8 FIRST AVENUE, BANDAR UTAMA",101.61712,3.1464429
mynews,convenience_store,myNEWS (Maru Kafe) @ 1 Utama (2nd Floor) ,"LOT S119, LEVEL 2, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA",101.6154028,3.1507602
mynews,convenience_store,myNEWS (Maru Kafe) @ Paradigm Mall (Basement Floor),"B8 & B9, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA",101.6154028,3.1507602
mynews,convenience_store,myNEWS @ One Utama Shopping Centre (LG Floor),"LG 120, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA",101.6154028,3.1507602
mynews,convenience_store,myNEWS @ 1 Utama (LG Floor) (2),"LG 317, ONE UTAMA SHOPPING CENTRE, BANDAR UTAMA",101.615069,3.151426362
mynews,convenience_store,myNEWS (Maru Kafe) @ 3 TWO Square,"UNIT C-11-1, GROUND FLOOR 3 TWO SQUARE NO. 2, JALAN 19/1",101.631979,3.111352
