1.482208,103.65615,Johor
1.5639165,103.7350412,Johor
1.549699,103.796804,Johor
1.559672,103.633513,Johor
1.505245,103.873438,Johor
1.464299,103.728926,Johor
1.57347,104.214017,Johor
1.578886,103.722665,Johor
1.5283188,103.8145482,Johor
2.048044,102.592511,Johor
1.461265811,103.7632975,Johor
2.037931473,103.3189357,Johor
1.4617565,103.7640179,Johor
1.74918006,103.9057017,Johor
1.4164165,103.6576916,Johor
1.428412,103.632393,Johor
1.546655897,103.7881732,Johor
1.471088,103.762476,Johor
1.515153,103.685767,Johor
2.047635,102.568394,Johor
none,none,none
1.49513,103.705764,Johor
1.945459,103.152057,Johor
1.398809,103.628495,Johor
1.47903758,103.3898206,Johor
2.4388,103.8334,Johor
1.45984,103.768252,Johor
2.122322,102.7935147,Johor
2.513235656,102.8229405,Johor
1.547027,103.716359,Johor
2.05477,103.34865,Johor
1.566544,103.758494,Johor
1.556523938,103.7900358,Johor
1.583046194,103.7596642,Johor
1.867734,102.950041,Johor
none,none,none
1.525348,103.786854,Johor
1.5868087,103.8171891,Johor
1.442142,103.598207,Johor
1.4596256,103.5840533,Johor
1.516546246,103.6679737,Johor
3.064716,101.441962,Selangor
1.415352,103.653335,Johor
2.431717,103.836252,Johor
1.481873,103.662865,Johor
1.5478845,103.7935817,Johor
1.501288,103.777443,Johor
1.553658,103.798371,Johor
5.642649,100.495034,Kedah
none,none,none
6.149005,100.369347,Kedah
5.683294,100.494653,Kedah
5.672511,100.513116,Kedah
6.100528,100.364034,Kedah
5.641071116,100.4821933,Kedah
5.615623,100.472606,Kedah
none,none,none
3.1657103,101.6531723,Kuala Lumpur
3.166772,101.652394,Kuala Lumpur
3.1471447,101.7221526,Kuala Lumpur
3.125961,101.728666,Kuala Lumpur
3.126251,101.728402,Kuala Lumpur
3.1728028,101.6560029,Kuala Lumpur
3.128044035,101.6701682,Kuala Lumpur
3.166583896,101.6515129,Kuala Lumpur
3.1548153,101.7106996,Kuala Lumpur
3.20074,101.61276,Selangor
3.1338794,101.6847996,Kuala Lumpur
3.1000102,101.713035,Kuala Lumpur
3.1427983,101.6674161,Kuala Lumpur
none,none,none
3.1296713,101.6707564,Kuala Lumpur
3.1588241,101.717411,Kuala Lumpur
3.1628443,101.6560653,Kuala Lumpur
3.162584,101.656944,Kuala Lumpur
3.1474252,101.7118309,Kuala Lumpur
3.06220587,101.6646759,Kuala Lumpur
3.1551978,101.6993237,Kuala Lumpur
3.118186,101.676817,Kuala Lumpur
3.1073792,101.6659579,Kuala Lumpur
3.09935,101.73959,Kuala Lumpur
3.0999355,101.7390203,Kuala Lumpur
3.155059,101.708213,Kuala Lumpur
3.1752508,101.7349526,Selangor
3.146673,101.6615483,Kuala Lumpur
3.16342,101.65,Kuala Lumpur
3.219069886,101.6712321,Kuala Lumpur
3.093042,101.738924,Kuala Lumpur
3.0637911,101.6969965,Kuala Lumpur
3.1542623,101.7111936,Kuala Lumpur
3.1022894,101.6848981,Kuala Lumpur
3.157756433,101.713741,Kuala Lumpur
3.099471,101.725337,Kuala Lumpur
3.151475,101.663855,Kuala Lumpur
3.159057,101.7185135,Kuala Lumpur
3.1699993,101.7094247,Kuala Lumpur
3.164431,101.720344,Kuala Lumpur
3.113656,101.726945,Kuala Lumpur
3.153563,101.622684,Kuala Lumpur
3.174702,101.659574,Kuala Lumpur
3.1536674,101.7131965,Kuala Lumpur
3.224811,101.730372,Kuala Lumpur
3.132387,101.676049,Kuala Lumpur
3.116278,101.67414,Kuala Lumpur
3.1135471,101.6628453,Kuala Lumpur
3.113744,101.6629931,Kuala Lumpur
3.134632,101.686385,Kuala Lumpur
3.1343519,101.6859478,Kuala Lumpur
3.157511181,101.6968982,Kuala Lumpur
3.1187,101.6729,Kuala Lumpur
3.154912,101.693165,Kuala Lumpur
3.1186111,101.6786111,Kuala Lumpur
3.0901485,101.6893548,Kuala Lumpur
3.209948,101.668798,Kuala Lumpur
3.2117228,101.6499008,Kuala Lumpur
3.11865,101.67291,Kuala Lumpur
3.1505907,101.7601652,Selangor
3.1597351,101.7194545,Kuala Lumpur
3.14926,101.695674,Kuala Lumpur
3.127588,101.679062,Kuala Lumpur
3.1382768,101.7529654,Selangor
3.1562105,101.703,Kuala Lumpur
3.16734,101.73535,Kuala Lumpur
3.1489493,101.695642,Kuala Lumpur
3.150222632,101.6963272,Kuala Lumpur
3.14287,101.694745,Kuala Lumpur
3.1446,101.70293,Kuala Lumpur
3.1666431,101.6935757,Kuala Lumpur
3.1858835,101.6954291,Kuala Lumpur
3.198869,101.737531,Kuala Lumpur
3.21957,101.72183,Kuala Lumpur
3.20583,101.73173,Kuala Lumpur
3.1587687,101.7475801,Kuala Lumpur
3.0760017,101.7423352,Kuala Lumpur
3.2077721,101.6897341,Kuala Lumpur
3.060773,101.709564,Kuala Lumpur
3.162111,101.716967,Kuala Lumpur
3.210537,101.748277,Selangor
none,none,none
3.153703,101.709079,Kuala Lumpur
3.1558891,101.7099116,Kuala Lumpur
3.1160061,101.6656244,Kuala Lumpur
3.1505848,101.6956659,Kuala Lumpur
3.1588212,101.7049162,Kuala Lumpur
3.2133114,101.6390626,Kuala Lumpur
3.132260146,101.7518008,Selangor
3.117376,101.677846,Kuala Lumpur
3.117402696,101.677846,Kuala Lumpur
3.09544,101.700789,Kuala Lumpur
