feature_name,feature_tag,Name,Address,Latitude,Longitude,Location,Nearest(poi)
familymart,convenience_store,FAMILYMART @Seksyen 14,"GF-32,Ground Floor, SACC Mall, Jalan Perbadanan 14/9, Seksyen 14, 40000 Shah Alam, Selangor",3.069892,101.518563,Seksyen 14,"['Pesta Buku Negeri Selangor', 'Grand Ballroom SACC', 'Westside Bistro']"
familymart,convenience_store,FAMILYMART @3 1/2 Miles,"568-G-8 & 568-G-25, Kompleks Mutiara, 3 1/2 Miles, Jalan Ipoh, 52100 Kuala Lumpur",3.178395,101.685171,3 1/2 Miles,"['KSKA Arkitek Sdn Bhd', 'Pool Side', 'Sri Paranjothy Vinayaga Temple']"
familymart,convenience_store,FAMILYMART @Taman Nusa Bestari,"14 (G), Jalan Bestari 2/2, Taman Nusa Bestari, 81200 Skudai, Johor",1.480735,103.665307,Taman Nusa Bestari,"['Nova Furniture Centre', 'FamilyMart', 'TMpoint']"
familymart,convenience_store,FAMILYMART @Jalan Puchong,"Lot 58753, Batu 14, Jalan Puchong, 47100 Puchong, Selangor",2.987537,101.625394,Jalan Puchong,"[""Vista Prima Condo's Swimming Pool"", 'Family Mart', 'Caltex']"
familymart,convenience_store,FAMILYMART @Persiaran Lestari Perdana,"Lot 45245, Persiaran Lestari Perdana, Taman Lestari Perdana, 43300 Seri Kembangan",2.994221,101.663337,Persiaran Lestari Perdana,"['Caltex', 'FamilyMart', 'Taman Rekreasi Lestari Perdana']"
familymart,convenience_store,FAMILYMART @Block F,"Unit 1A & Unit 25, Ground Floor, Block F, Plaza Sentosa, 80150 Johor Bahru",1.492704,103.768571,Block F,"['Grand Sentosa Hotel', 'MR. D.I.Y', ""Sentosa D'eli""]"
familymart,convenience_store,FAMILYMART @Bandar Bestari,"No. 1, Ground Floor, KSL Avenue, No. 1, Jln Bestari 9/KS09, Bandar Bestari, 41200 Klang Bandar Diraja, Selangor",2.959934,101.466635,Bandar Bestari,"['Family Mart @ KSL Avenue', 'Family Mart @ Canary Garden', 'Nippon Sushi (Bandar Bestari)']"
familymart,convenience_store,FAMILYMART @Ampang Point,"87 (Ground Floor), Lorong Mamanda 1, Ampang Point, 68000 Ampang, Selangor",3.158951,101.750855,Ampang Point,"['Nippon Sushi', 'Medini Ampang Point Dental Clinic', ""Klinik Medi'zen""]"
familymart,convenience_store,FAMILYMART @Sunway South Quay,"Lot L2-02-01A, Sunway Monash Residence, Persiaran Tasik Barat, Sunway South Quay, 47500 Subang Jaya, Selangor",3.063052,101.599376,Sunway South Quay,"['Gymnasium', 'FamilyMart (全家便利商店)', 'Monash Residence Basketball Court']"
familymart,convenience_store,FAMILYMART @Jalil Link,"22, 2, Jalan Jalil Jaya 2, Jalil Link, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.057732,101.673994,Jalil Link,"['Great Ideals', 'Golden Tyre Car Care Services', 'Hidangan Ummi Restoran & Katering']"
familymart,convenience_store,FAMILYMART @Jalan Wong Ah Fook,"Lot J2-18 Level 02, Johor Bahru City Square, 106-108, Jalan Wong Ah Fook, 8000 Johor Bahru, Johor",1.461496,103.763854,Jalan Wong Ah Fook,"['Zaid Ibrahim & Co', 'Uptown Seget', 'Delifrance']"
familymart,convenience_store,FAMILYMART @Taman Austin Heights,"62, Jalan Austin Heights 8/7, Taman Austin Heights, 81100 Johor Bahru, Johor",1.560973,103.78009,Taman Austin Heights,"[""Domino's Pizza"", '颜香海鲜鱼肉汤 Mount Austin', 'Global Pets']"
familymart,convenience_store,FAMILYMART @Jalan Mega Mendung,"109, Jalan Mega Mendung, Bandar Complex, 58200 Kuala Lumpur",3.083203,101.671397,Jalan Mega Mendung,"['RHB Bank', 'Maybank OUG', 'FamilyMart']"
familymart,convenience_store,FAMILYMART @Mid Valley Megamall,"T-030A, Third Floor, Mid Valley Megamall, Lingkaran Syed Putra, 59200 Kuala Lumpur",3.11866,101.678306,Mid Valley Megamall,"['All IT Xpress', 'AEON Food Street', 'Original Cake']"
